brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Total Stock
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $999.99 ,16,15999.84,200
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $539.99 ,42,22679.58,215
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $589.99 ,23,13569.77,363
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $419.00 ,28,11732,348
acer,CP513-1H-S338,13.3 Inches,Silver,64 GB,Snapdragon,8 GB,Chrome OS,Backlit Kb,Integrated,,,4.4, $589.99 ,21,12389.79,517
Razer,Blade 16,16 Inches,Mercury,1 TB,Intel Core i9,32 GB,Windows 11,,Dedicated,,,3.8, $389.99 ,33,12869.67,382
HP,HP ENVY,15 Inches,Black,1 TB,Ryzen 5,32 GB,Windows 11,,Integrated,AMD Radeon Graphics,,4.3, $899.99 ,16,14399.84,133
LG,16T90Q-K.AAG6U1,16 Inches,Green,512 GB,Core i5,16 GB,Windows 11 Home,Lightweight,Intel XE,,,4.2, $899.99 ,45,40499.55,174
HP,Pavilion x360,14 Inches,Natural Silver,256 GB,Core i5,8 GB,Windows 10 Home,Backlit Keyboard,Integrated,,,4.5," $1,245.99 ",36,44855.64,209
HP,HP Laptop 17-cn0025nr,17.3 Inches,Natural silver,256 GB,Intel Core i5-1135G7,8 GB,Windows 11 Home,"Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,4.5, $389.99 ,34,13259.66,304
Lenovo,ThinkPad X1 Carbon Gen 11 Laptop PC,14 Inches,Touchscreen,1 TB,Core i7 Family,32 GB,Windows 11 Pro,,Integrated,Intel Iris,,5," $2,299.00 ",19,43681,421
LG,16Z90RS-K.ADW8U1,16 Inches,Dynamic White,1 TB,Intel Core i7,32 GB,Windows 11 Home,,Integrated,,5 GHz,4.3, $249.98 ,50,12499,411
HP,"HP 17.3""",17.3 Inches,,1 TB,Core i3,16 GB,Windows 11,Anti-glare,Integrated,Intel UHD Graphics,,4.2," $1,699.00 ",45,76455,267
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $639.99 ,23,14719.77,475
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $389.99 ,30,11699.7,414
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $535.88 ,14,7502.32,462
MSI,Vector GP77 13VG-096US,17.3 Inches,Cosmo Gray,1 TB,Core i9,32 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4070,,," $1,199.81 ",47,56391.07,296
MSI,Katana 17 B13VFK-835US,17.3 Inches,,,Core i7,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,2.4 GHz,, $169.99 ,59,10029.41,435
Lenovo,Thinkpad T480,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Pro,Fingerprint Reader,Integrated,,,4.1, $589.99 ,15,8849.85,436
ASUS,ProArt StudioBook 16,16 Inches,Mineral Black,32 GB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,2.5," $1,599.00 ",41,65559,245
ASUS,Zenbook Pro 14 Duo,14.5 Inches,Tech Black,1 TB,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4050,,4.1, $639.99 ,13,8319.87,444
ASUS,VivoBook 16,16 Inches,Indie Black,512 GB,Ryzen 5,8 GB,Windows 11 Home,Fingerprint Sensor,Integrated,,,4.6, $458.14 ,59,27030.26,327
Lenovo,"Lenovo 14"" Laptop",14 Inches,Gray,256 GB,Pentium,4 GB,Windows 11,,Integrated,Intel,,4.2," $2,815.30 ",38,106981.4,368
MSI,Vector GP68HX 13VH-098US,16 Inches,Cosmo Gray,1 TB,Core i9,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4080,,5," $4,618.00 ",65,300170,188
ASUS,ASUS ZenBook Pro 16,16 Inches,Tech Black,2 TB,Core i9,32 GB,Windows 11 Pro,Fingerprint reader,RTX 3060,,,4.2, $389.99 ,12,4679.88,303
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $639.99 ,21,13439.79,361
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $176.24 ,50,8812,334
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $389.99 ,16,6239.84,264
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,614.99 ",57,149054.43,194
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $639.99 ,57,36479.43,457
HP,Chromebook 11a,11.6 Inches,Ash Gray,,MediaTek MT8183,4 GB,Chrome OS,Anti Glare Coating,Integrated,MediaTek,,4.4, $389.99 ,28,10919.72,286
ASUS,ASUS VivoBook Go 14,14 Inches,Quiet Blue,64 GB,Celeron,4 GB,Windows 11 Home S,,Integrated,Intel UHD Graphics,,4.1," $1,317.06 ",16,21072.96,247
HP,HP Pavilion,14 Inches,Gold,256 GB,Intel Core i5-1135G7,8 GB,Windows 11,Fingerprint Reader,Integrated,,,4.5," $1,599.00 ",63,100737,338
ASUS,ASUS ZenBook Pro Duo 15,15.6 Inches,Celestial Blue,1 TB,Core i9,32 GB,Windows 10 Pro,Backlit Keyboard,RTX 3060,,,4.6," $1,704.99 ",56,95479.44,525
HP,,15.6 Inches,Silver,1000 GB,Intel Core i3,32 GB,Windows 11,,Integrated,Intel,3 GHz,4.7," $1,222.99 ",63,77048.37,482
Asus,ASUS BR1100,11.6 Inches,Dark Grey,64 GB,Celeron,4 GB,Windows 10 Pro,Anti Glare Coating,Integrated,,,4.1, $389.99 ,24,9359.76,433
Lenovo,Lenovo Ideapad,15.6 Inches,Gray,256 GB,Intel Core i5-1135G7,12 GB,Windows 11 Home,FHD Touch Screen,Integrated,,,4.3," $1,177.42 ",59,69467.78,161
Lenovo,Lenovo Yoga 7i,16 Inches,Gray,256 GB,Intel Core i5,8 GB,Windows 11 Home,Backlit Keyboard,Integrated,,,4.1," $2,219.99 ",15,33299.85,112
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $915.52 ,64,58593.28,463
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $589.99 ,12,7079.88,461
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $459.99 ,35,16099.65,273
Dell,Inspiron 14 5425,14 Inches,Pebble Green,512 GB,AMD Ryzen 7,8 GB,Windows 11 Pro,Anti-glare,AMD Radeon Graphics,,,4.1," $2,616.99 ",63,164870.37,490
LENOVO,ThinkPad,14 Inches,Black,512 GB,Intel Core i7,16 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating",Integrated,,,4.2, $587.99 ,55,32339.45,243
SAMSUNG,Galaxy Chromebook,13.3 Inches,Fiesta Red,256 GB,Core i5-10210U,8 GB,Chrome OS,Support Stylus,Integrated,,,4.2, $899.99 ,30,26999.7,110
acer,CB317-1H-C6RK,17.3 Inches,Silver,128 GB,Celeron N,4 GB,Chrome OS,Numeric Keypad,Integrated,,,3.5," $1,599.00 ",36,57564,262
Dell,Inspiron 15 3530,15.6 Inches,Black,2 TB,Core i7 Family,64 GB,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,,4.2," $1,449.99 ",28,40599.72,282
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,699.00 ",64,108736,178
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $459.99 ,63,28979.37,200
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $3,799.00 ",28,106372,191
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,110.35 ",28,59089.8,399
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,729.95 ",32,55358.4,453
LG,15Z90RT-K.ADB9U1,16 Inches,Neptune Blue,2 TB,Intel Core i7,32 GB,Windows 11 Home,,Integrated,Intel Iris,,4.7," $2,547.99 ",45,114659.55,258
acer,A514-56M-576D,14 Inches,Gray,512 GB,Core i5,8 GB,Windows 11 Home,Backlit Keyboard,Integrated,,,, $951.99 ,39,37127.61,173
Dell,Inspiron 5620 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $639.99 ,39,24959.61,266
HP,17-cn0003dx,17.3 Inches,Silver,1000 GB,Intel Core i3,32 GB,Windows 11,,Integrated,Intel,,4, $527.15 ,56,29520.4,490
Lenovo,e15,13 Inches,Black,256 GB,8032,8 GB,Windows 10 Pro,Anti-glare,Integrated,,,4.5, $589.99 ,14,8259.86,144
Dell,XPS 13 9315,13.4 Inches,Sky,1 TB,Core i7,32 GB,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,2.8, $899.99 ,64,57599.36,453
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,099.95 ",62,68196.9,415
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $149.95 ,21,3148.95,246
Lenovo,82XQ001GUS,15.6 Inches,,256 GB,AMD Ryzen 3 2300X,8 GB,Windows 11 Home,,Integrated,AMD Radeon 610M,2.4 GHz,5, $989.00 ,22,21758,256
Lenovo,Lenovo ideapad Flex 5,14 Inches,Graphite Grey,256 GB,Ryzen 5 5500U,16 GB,Windows 11,Fingerprint reader,Integrated,,,4.4, $999.99 ,53,52999.47,221
Dell,Latitude,15.6 Inches,,256 GB,Core i5,8 GB,Windows 11 Pro,Anti-glare Screen,Integrated,Intel,,5, $459.99 ,46,21159.54,236
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,680.99 ",26,43705.74,405
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $459.99 ,30,13799.7,196
ASUS,ASUS ZenBook Pro Duo 15,15.6 Inches,,1 TB,Core i7,16 GB,,Nanoedge,RTX 3070Ti,NVIDIA GeForce RTX 3070,4.7 GHz,4.4," $1,899.00 ",18,34182,130
Dell,XPS 13 9320,13.4 Inches,Platinum,1 TB,Core i7,16 GB,Windows 11 Pro,"Backlit Kb,Fingerprint",Integrated,,,5," $1,930.95 ",55,106202.25,353
Razer,Blade 15,15.6 Inches,Black with illuminated Razer Logo,1 TB,Intel Core i7 12800H,16 GB,Windows 11 Home,Anti Glare Coating,RTX 3070 Ti,,,4.2," $1,138.50 ",51,58063.5,476
HP,HP Notebook 15-dy1731ms,15.6 Inches,Silver,128 GB,Intel Core i3,8 GB,Windows 10,Stereo Speakers,Integrated,,,4.5," $1,499.00 ",32,47968,113
Lenovo,Newest Flagship Lenovo Chromebook,14 Inches,Abyss Blue,64 GB,Cortex,4 GB,Chrome OS,,Integrated,Integrated ARM Mali-G52 2EE MC2 GPU,,4.2," $1,419.92 ",46,65316.32,480
DELL,Latitude 5530,15.6 Inches,Grey,1 TB,Core i5 Family,32 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,5, $696.34 ,27,18801.18,247
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $203.77 ,62,12633.74,380
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $389.99 ,61,23789.39,295
acer,AN16-41-R5KC,16 Inches,Black,1 TB,Ryzen 9,16 GB,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,,5," $1,278.60 ",50,63930,188
ASUS,Zephyrus Duo,16 Inches,Black,2 TB,Ryzen 9,32 GB,Windows 11 Pro,Anti Glare Coating,Dedicated,,,3.5," $1,699.00 ",40,67960,331
ASUS,ASUS Laptop L210,11.6 Inches,Star Black,64 GB,Celeron,4 GB,Windows 11 S,,Integrated,,2.8 GHz,4, $589.99 ,37,21829.63,424
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $529.00 ,64,33856,456
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,764.96 ",36,63538.56,420
HP,Pavilion X360,14 Inches,Gold,256 GB,Core i5-1130G7,8 GB,Windows 11 Home,Fingerprint Reader,Integrated,,,4.6, $389.99 ,37,14429.63,319
LG,16Z90Q-R.AAS8U1,16 Inches,Gray,1 TB,Core i7,16 GB,Windows 11 Home,,RTX2050,Intel Iris Xe Graphics,,4.5, $639.99 ,47,30079.53,227
SAMSUNG,Samsung Chromebook,12.2 Inches,Light Titan,32 GB,Celeron,4 GB,Chrome OS,Pen,Integrated,,,4.5," $1,109.18 ",35,38821.3,435
LENOVO,IdeaPad,15.6 Inches,Grey,1 TB,Core i3,20 GB,Windows 11 Home,Numeric Keypad,Integrated,,,4.4," $1,168.52 ",50,58426,200
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $2,620.99 ",21,55040.79,248
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $899.99 ,44,39599.56,416
Lenovo,2022,13.3 Inches,Graphite Grey,,Others,4 GB,Chrome OS,Anti Glare Coating,Integrated,Intel Integrated Graphics,,4.1," $1,599.00 ",22,35178,408
HP,6M0Z7UA#ABA,15.6 Inches,,512 GB,Intel Core i5-1135G7,16 GB,Windows 11 Home,,Integrated,,2.4 GHz,4.3," $1,159.00 ",53,61427,368
LG,17Z90R-K.AAB8U1,17 Inches,Black,1 TB,Intel Core i7,16 GB,Windows 11 Home,Anti-glare,Integrated,,,4, $639.99 ,38,24319.62,471
Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Integrated,,,5, $288.00 ,15,4320,201
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $999.99 ,22,21999.78,305
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $734.99 ,61,44834.39,317
Dell,Alienware X15 R2 Laptop,15.6 Inches,Lunar Light,512 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,,, $552.99 ,42,23225.58,264
HP,HP Pavilion x360,14 Inches,Silver,512 GB,Core i5,8 GB,Windows 11 Home,"Fingerprint Reader, Backlit Keyboard",Integrated,,,4.2," $1,699.00 ",34,57766,140
LG,16Z90R-A.ADB9U1,16 Inches,Black,2 TB,Intel Core i7,32 GB,Windows 11 Home,Anti-glare,Dedicated,,,4.1, $258.90 ,14,3624.6,463
ASUS,TUF Gaming F15,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,,Dedicated,,4.5 GHz,4.3, $754.99 ,54,40769.46,389
Asus,Vivobook,14 Inches,Grey,256 GB,Core i3,8 GB,Windows 11,Backlit Keyboard,Intel UHD Graphics,,,4.4, $999.99 ,26,25999.74,520
MSI,Pulse GL66,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Integrated,,,4.5, $749.99 ,20,14999.8,332
LG,16Z90RS-K.AAW7U1,16 Inches,White,1 TB,Intel Core i7,16 GB,Windows 11 Home,,Integrated,,5 GHz,2.9," $2,624.08 ",24,62977.92,118
DELL,Inspiron,15.6 Inches,Black,1000 GB,Intel Core i7,32 GB,Windows 11,"Memory Card Slot, Numeric Keypad",Integrated,,,," $1,599.00 ",65,103935,278
HP,Chromebook,14 Inches,Mineral Silver,32 GB,Celeron N,4 GB,Chrome OS,Stereo Speakers,Integrated,,,4.5," $1,699.00 ",31,52669,208
LG,14Z90RS-K.ADW9U1,14 Inches,Dynamic White,1 TB,Intel Core i7,32 GB,Windows 11 Home,,Integrated,,5 GHz,4.2," $2,929.35 ",44,128891.4,456
MSI,Pulse 15 B13VGK-1262US,15.6 Inches,Black,1 TB,Core i7,32 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 4070,,, $235.75 ,44,10373,394
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $589.99 ,31,18289.69,342
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $369.95 ,51,18867.45,527
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $1,599.00 ",29,46371,143
Dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,4," $1,718.99 ",45,77354.55,454
ASUS,Vivobook S 14 Flip OLED,14 Inches,Blue,1 TB,Ryzen 7 5800H,16 GB,Windows 11 Home,"HD Audio, Fingerprint Reader, Backlit Keyboard, Support Stylus",Integrated,,,4.1, $973.99 ,31,30193.69,197
HP,HP Victus,15.6 Inches,Mica Silver,512 GB,Ryzen 5,16 GB,Windows 11 Home,"144Hz Refresh Rate, Backlit Keyboard",GeForce RTX 2050,,,3.4, $180.00 ,50,9000,303
HP,HP,14 Inches,Ash Gray,64 GB,Celeron,4 GB,Chrome OS,Numeric Keypad,Integrated,,,4.1, $389.99 ,53,20669.47,545
Microsoft,Surface Laptop 4,13.5 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,,5, $639.99 ,12,7679.88,469
Lenovo,,14 Inches,,512 GB,Core i5,16 GB,Windows 11 Home,"Backlit Keyboard,Fingerprint Reader,Stylus Pen",Integrated,Intel Iris Xe Graphics,1.3 GHz,3.8, $269.99 ,63,17009.37,346
Dell,Latitude 7000,13.3 Inches,,512 GB,Core i5,16 GB,Windows 11,"Anti-reflection, Anti-smudge, Anti-glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,,4.6, $931.30 ,16,14900.8,362
Apple,MacBook Pro,13.3 Inches,Space Gray,,,16 GB,Mac OS,,Integrated,,,4.7," $1,212.99 ",53,64288.47,450
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $999.99 ,58,57999.42,324
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $459.99 ,30,13799.7,258
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $899.99 ,14,12599.86,274
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,26,15339.74,364
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,032.65 ",34,35110.1,494
ASUS,Asus,14 Inches,Black,64 GB,Celeron,4 GB,Windows 10,Stereo Speakers,Integrated,,,4.2," $1,699.00 ",31,52669,450
acer,SFX14-51G-71Y1,14 Inches,Green,512 GB,Intel Core i7,16 GB,Windows 11 Home,Backlit Keyboard,Dedicated,,,4.2," $1,820.99 ",23,41882.77,306
SAMSUNG,XE530QDA-KB1US,13.3 Inches,Mercury Grey,,Core i3,16 GB,Chrome OS,,Integrated,Intel UHD Graphics,2.1 GHz,4.4, $715.99 ,61,43675.39,186
HP,Elitebook 840 G3,14 Inches,Silver,256 GB,Athlon,8 GB,Windows 10 Pro,Speakers,Integrated,,,4, $389.99 ,24,9359.76,222
HP,HP Pavilion,15.6 Inches,Horizon Blue,1 TB,AMD Ryzen 7,32 GB,Windows 11,,AMD Radeon Graphics,AMD Radeon Graphics,,4.1," $11,261.24 ",45,506755.8,146
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,599.00 ",17,27183,254
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $389.99 ,40,15599.6,489
Lenovo,Lenovo Ideapad 3,15.6 Inches,Platinum Grey,128 GB,Celeron N4000,4 GB,Windows 10 Home,HD,Integrated,,,4.1," $1,227.99 ",45,55259.55,453
acer,CB314-1H-C884,14 Inches,Blue,64 GB,Celeron N,4 GB,Chrome OS,,Integrated,Intel,,4.4," $1,444.99 ",20,28899.8,278
acer,A517-52-75N6,17.3 Inches,Silver,512 GB,Intel Core i7,16 GB,Windows,Fingerprint Reader,Integrated,,,4, $841.99 ,16,13471.84,117
Lenovo,Ideapad 3i,15.6 Inches,Gray,512 GB,Intel Core i5-1135G7,8 GB,Windows 11,HD,Integrated,,,," $1,659.96 ",26,43158.96,382
Dell,Latitude,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Integrated,,,, $245.01 ,61,14945.61,360
ASUS,TP470EA-AS34T,14 Inches,Indie Black,128 GB,Core i3,4 GB,Windows 10 S,Fingerprint Reader,Integrated,,,4.3, $266.98 ,17,4538.66,121
LG,LG Gram,17 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics eligible Integrated,3.7 GHz,," $1,149.99 ",31,35649.69,498
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $426.64 ,12,5119.68,477
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $883.58 ,18,15904.44,511
Lenovo,,16 Inches,,1 TB,Intel Core i7,16 GB,Windows 11 Home,"Backlit Keyboard,Fingerprint",Integrated,Intel Iris Xe Graphics,4.7 GHz,4.8," $2,219.99 ",37,82139.63,259
Lenovo,ideapad,14 Inches,Gray,64 GB,Celeron N4020,4 GB,Windows 11,,Integrated,Intel,,4.2, $545.00 ,53,28885,430
acer,AN16-41-R1WE,16 Inches,Black,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,"Backlit Keyboard, Memory Card Slot",Dedicated,,,5," $1,699.00 ",31,52669,484
Lenovo,ideapad3i-14-i5,14 Inches,Platinum Gray,512 GB,Core i5-10210U,8 GB,Windows 11 Home,Narrow Bezel,Integrated,,,4.2, $449.00 ,46,20654,532
HP,"2023 Newest HP 14"" Chromebook",14 Inches,Modern Gray,64 GB,Celeron N,4 GB,Chrome OS,,Integrated,Intel UHD Graphics 600,,4.2," $1,598.00 ",60,95880,185
Panasonic,Panasonic Toughbook,14 Inches,Silver/Black,1 TB,Core i5,16 GB,Windows 10,"Spill-resistant,Stereo",Integrated,,,3.6, $999.99 ,36,35999.64,502
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $999.66 ,57,56980.62,517
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $342.98 ,54,18520.92,300
Dell,Inspiron,15.6 Inches,,1 TB,Core i5,32 GB,Windows 11 Pro,,Integrated,Intel UHD Graphics,2.4 GHz,5, $999.99 ,40,39999.6,338
ASUS,"17.3"" Chromebook",17.3 Inches,Transparent Silver,64 GB,Pentium Other,4 GB,Chrome OS,"Chiclet Keyboard, 1.5mm Key-travel , camera",Integrated,,,4," $1,599.00 ",46,73554,262
Lenovo,Slim 7 82VB,16 Inches,Storm Grey,4 TB,Core i7 Family,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Memory Card Slot, Numeric Keypad",Dedicated,,,, $799.99 ,13,10399.87,341
HP,EliteBook 655 G9,15.6 Inches,,512 GB,Ryzen 5,16 GB,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,5, $999.99 ,36,35999.64,494
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,599.00 ",21,33579,319
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $899.81 ,51,45890.31,229
ASUS,CXB170CK,17.3 Inches,Silver,64 GB,Celeron,4 GB,Chrome OS,Anti-glare,Integrated,,,4.5, $901.56 ,51,45979.56,203
acer,AN515-58-725A,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Dedicated,,,4.6, $589.99 ,19,11209.81,194
acer,Acer Aspire 3,15.6 Inches,Blue,512 GB,Ryzen 5,8 GB,Windows 11 Home,,Integrated,AMD Radeon,,4.3, $656.85 ,36,23646.6,172
ASUS,S5402ZA-IS74,14.5 Inches,,512 GB,Core i7,12 GB,Windows 11 Home,Anti-glare,Integrated,,2.3 GHz,3.8, $999.99 ,20,19999.8,503
ASUS,Rog Strix Scar G533Z,15.6 Inches,Off Black,4 TB,Intel Core i9,64 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,, $589.99 ,58,34219.42,393
ASUS,VivoBook S15,15.6 Inches,Indie Black,512 GB,Intel Core i7-1165G7,16 GB,Windows 11,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot, Anti Glare Coating",Integrated,,,5, $899.00 ,21,18879,190
ASUS,VivoBook Pro 16,16 Inches,Quiet Blue,512 GB,Core i9,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4060,,4," $1,539.77 ",29,44653.33,282
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,065.99 ",32,34111.68,159
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $639.99 ,48,30719.52,351
